(FileInfo(path=PosixPath('/Users/canadytw/Documents/GeraldCottrill-Conversation.pdf'), size=43556, hash='42913decc0c427e31860fcb2d52add615f894f899e775cf924a8cc41984e4455', type='document', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/document/GeraldCottrill-Conversation.pdf'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Add_Device.png'), size=2138, hash='50e5547e589204156b6e15643c827e678786e1e05a8830cf93a38a8173a571d0', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Add_Device.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressFull_L.png'), size=1066, hash='dd5efeedb6040042932a5ae6c3deb6de75662c51c0ad3ea953041154d3961f9f', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressFull_L.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SoftwareSelectionView.nib'), size=31896, hash='0ffee8f68c316684b9179334f31db698d3acd27f9ffa0c54ccdecb4926c32ed7', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/SoftwareSelectionView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/GoBackButton@2x.png'), size=3617, hash='74fd8dc106a950339d44da9e6c15a22f9848d08abc0a62e4bb3d4be2690e4823', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/GoBackButton@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/BonjourIcon.png'), size=28550, hash='8f47731a895b1eb8929987e7202a933d83cc0aa3345d11bb57198695ef537398', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/BonjourIcon.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_3@2x.png'), size=2023, hash='1553ffae7b73dcf653bd1c9bf0c74c692a7f72c44e82da6f24256c60496c6e67', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_3@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/JoinHiddenNetworkSheet.nib'), size=25305, hash='c9ea7d3b6c5f66fc1ac99d654cd230ac50eb68a5260236fe81c936accbf0f1b2', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/JoinHiddenNetworkSheet.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Search.png'), size=3327, hash='3df9556a1afc66b98ee3003c65f0abcfef4f645800ad7e0eaec67cbefe02963b', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Search.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/PowerIcon@2x.png'), size=606101, hash='eeb5025a7d64e976ae296123ba7d6dbe23ea03ab9a8a1f681e26a45f168b422a', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/PowerIcon@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonSelected.png'), size=3441, hash='6a23219e7932aca23bd058ec195e74753cc7e18d2418d6979b0581a1d17a4a7c', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonSelected.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/UserCredentialsSheet.nib'), size=18929, hash='8288177de9a8e2d084f3fb811f6dc7b2fbf23f4a94b8a3b67162c01821d961f5', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/UserCredentialsSheet.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_1.png'), size=3728, hash='d9de13f38d0aefcf1c35a9c8d4b17740b3b683db198bbcadb31dbbfc839ea13a', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_1.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/PreferencesWindow.nib'), size=10233, hash='705ae6a12510c7f49094d81d367529f107625bae4a27d2a1fc5a3c05f2679668', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/PreferencesWindow.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RadioButtonUnselectedHover.png'), size=3245, hash='55b14fa53490cbb10253ca8b1f757c9764802f1e169520c63e91e7d5f83ff417', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/RadioButtonUnselectedHover.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_1.png'), size=1371, hash='d0e40ec759a6bc67c31308281ec68fbb260776b5727b572475d6d7f1c11fe120', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_1.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/UnconfiguredPrinter.png'), size=2468, hash='3defa83f83db6ea333e1de2b2848170e483be70f54c1191556a0d7fabe929fcc', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/UnconfiguredPrinter.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/RemindersView.nib'), size=13869, hash='8e318b2101961c6f7f8f4a8897577824d418741dd444a2d4fc0cabaaa2e2f8dc', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/RemindersView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/NetworkToConnect.png'), size=7870, hash='2eaac6356372337cc48d31d8da6b404f94f07d821783ce964e2f585befe921f6', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/NetworkToConnect.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Checkbox_Checked_Disabled.png'), size=1478, hash='4c251a6d0cbf64862a21d4f4e52e5d7f01b0655306cd81ed4d857666d7a6651a', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Checkbox_Checked_Disabled.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressEmpty_R@2x.png'), size=1153, hash='484cc1c02a15fa10d3d73758d81b6cd089fdb866bc5b248db711b35c997783ec', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressEmpty_R@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/NetworkToConnect@2x.png'), size=16337, hash='428eb017c6ccfce983b3871278b952da151a941003e9f614eeaca231227a240b', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/NetworkToConnect@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/EnableBonjourView.nib'), size=18409, hash='7fde53a9646da929b76fd6bb913082a5a0885c9789feb890b4bfe209862e2b58', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/EnableBonjourView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_2.png'), size=2100, hash='399f80a6893f1e59ada156662e2c0b66b3d8a8fd81ac7f9e783e18fbf22d24ee', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_2.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ContinueButton.png'), size=2307, hash='ef88848235d0ed3e9917335aaace80d06b2ad0f2d18bc35b333cc18a7bb0a009', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ContinueButton.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/InfoWindow.nib'), size=19747, hash='fb29ec48220d757a9a670c9a7e5ed84b0ff419c75d4f720a90db4f751b91fa18', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/InfoWindow.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Assets.car'), size=775432, hash='0d4b69deb9d198e630a350d83e11d65bce12471327346699bb50f2e31ba547b1', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/Assets.car'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_2.png'), size=1426, hash='0728c8d3a8a7a9373339ccef18cdc03ac454d31090124d811081fd8d898ffed3', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_2.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/wifi_signal_3.png'), size=1451, hash='8fbc7505395bdeb96ef2f64cef882e9d6d23c9afbda7b06fc7fee4507b68c9ee', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/wifi_signal_3.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SoftwareManagementViewPlus.nib'), size=18485, hash='26b112a85a64b086daf3a61b5d87b998cae1c487ffac7b418b1a176da1817141', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/SoftwareManagementViewPlus.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SearchLight.png'), size=1209, hash='fd1a59afb0631c8b84d77bf42c8d6f699984c97800cb23bde25afb9701ff7d2c', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/SearchLight.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/HardwareSetup.png'), size=22439, hash='fa1ddbfc78cc9e0e3d8746809d022d648fa85e9e000206ce2f4ee65707afa678', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/HardwareSetup.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ProgressFull_C.png'), size=1004, hash='611e662e99dfc101b23d517ef3875de8d16a2c1b907b231411ac6e8bcaf464af', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ProgressFull_C.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WirelessBlue.png'), size=5378, hash='c8820fc8c195727d95838075189af3ece9d52e85af4fa8e6d7a88d906b97d15e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WirelessBlue.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/PrinterToConnect@2x.png'), size=12999, hash='88c2838d3dbc15804ba5dfd9c6e16c04cd10487426e8e77d0e0ed2baf006f65e', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/PrinterToConnect@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/HiddenNetwork.png'), size=1238, hash='f975b618e28f3a0a47064a2fac000e4c92dac3acbe50898dca47be2afa3afda2', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/HiddenNetwork.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/SearchLight@2x.png'), size=2504, hash='833051274349e858b489fe5fb2f92103cecb82f33da8fc4b2850448b35d9fd73', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/SearchLight@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/DeviceQueueStepController.nib'), size=19242, hash='de24789fe7741e8b62e2fc0269ef7fca569e000f7293f22f5922209c615d8ac9', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/DeviceQueueStepController.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ConfiguredPrinter.png'), size=4706, hash='c9a99c073d6808da9dae7d7f2489a60d60d1cdbfbb464a7318900a432a492ebe', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ConfiguredPrinter.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/BonjourIcon@2x.png'), size=66385, hash='f00f4a7683e1e6ed0f4e958592a034c0846df938a36c1bb16af16950c10f8468', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/BonjourIcon@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Add_Device@2x.png'), size=3458, hash='f634720c1e6651ea292d4612938739f9b08ce0ce585baa5c7525e79f6fada800', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Add_Device@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/MenuItemView.nib'), size=11186, hash='8003562936e0e17ccf3115c900e18a13c54aea7f99769da8b78e2c2ef7fcfe76', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/MenuItemView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/StatusAccessoryView.nib'), size=1560, hash='f7892a1092597c6fa5f52efbbb71c2af2decf0601c56eed6fc1f7c49c4a5ca41', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/StatusAccessoryView.nib'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/PrinterOn@2x.png'), size=605868, hash='c795e5497a74bd3b70b3ee3c54ea3832b1bd9619b3f6c65d61e3d4a58dcc8cfe', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/PrinterOn@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ContinueOnline.png'), size=10036, hash='f5b08013f35e00cd7e994643402e7e69bb956892151cd6ceeb281841d7a27249', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ContinueOnline.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/Number_2@2x.png'), size=4899, hash='debf32c58977097df7fde68aedbbbe8ee54982e09c2b20f52c04bc7503241012', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/Number_2@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/DoneButton@2x.png'), size=4008, hash='88aa033709083025cb06aef56ff8a995a1bf68f8f7d6adad6a940a3a8f27dfbe', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/DoneButton@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/KnownPackages.plist'), size=548, hash='733f288b4048a03929c003f72d1c61ffe6c3613ce39e5ae4506aeae2d00f8ab5', type='other', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/other/KnownPackages.plist'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WiredNetwork@2x.png'), size=6861, hash='6ce851b3925f4f6f1ea3b54aac06cf90451a0f1ae5ee6fb06ee60da21bd3f1a1', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WiredNetwork@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/info_button@2x.png'), size=3927, hash='f21536d8b6cfd3fbf81b4c17356e6a9c0de5f01e94790ec5883428bb26e238a3', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/info_button@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/ConnectWiFi@2x.png'), size=606615, hash='bcd6657ec680691533e4322f2cf64c9f3e1b8e0ea31afd747e26fe37baa1d524', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/ConnectWiFi@2x.png'))
(FileInfo(path=PosixPath('/Users/canadytw/Documents/Installers/HP Easy Start.app/Contents/Resources/WirelessNetworkImage@2x.png'), size=5147, hash='587b0127ee464ba51e237b3a28ac460170ac313d06a882d190446435a0da9233', type='image', owner=None, year=None, is_duplicate=False, original_path=None), PosixPath('/Users/canadytw/SortedPreview/image/WirelessNetworkImage@2x.png'))
